"","Date","F","GM","NIO","RIVN","TSLA"
"387",1973-12-13,1.31788396835327,NA,NA,NA,NA
"388",1973-12-14,1.36248898506165,NA,NA,NA,NA
"389",1973-12-17,1.33815896511078,NA,NA,NA,NA
"390",1973-12-18,1.33410394191742,NA,NA,NA,NA
"391",1973-12-19,1.33815896511078,NA,NA,NA,NA
"392",1973-12-20,1.34221398830414,NA,NA,NA,NA
"393",1973-12-21,1.32193899154663,NA,NA,NA,NA
"394",1973-12-24,1.2935539484024,NA,NA,NA,NA
"395",1973-12-26,1.34221398830414,NA,NA,NA,NA
"396",1973-12-27,1.37465405464172,NA,NA,NA,NA
"397",1973-12-28,1.33004903793335,NA,NA,NA,NA
"398",1973-12-31,1.31382894515991,NA,NA,NA,NA
"399",1974-01-02,1.31382894515991,NA,NA,NA,NA
"400",1974-01-03,1.33004903793335,NA,NA,NA,NA
"401",1974-01-04,1.31788396835327,NA,NA,NA,NA
"402",1974-01-07,1.30571901798248,NA,NA,NA,NA
"403",1974-01-08,1.30166399478912,NA,NA,NA,NA
"404",1974-01-09,1.28544402122498,NA,NA,NA,NA
"405",1974-01-10,1.28949904441833,NA,NA,NA,NA
"406",1974-01-11,1.33815896511078,NA,NA,NA,NA
"407",1974-01-14,1.35437905788422,NA,NA,NA,NA
"408",1974-01-15,1.366544008255,NA,NA,NA,NA
"409",1974-01-16,1.41520500183105,NA,NA,NA,NA
"410",1974-01-17,1.46386504173279,NA,NA,NA,NA
"411",1974-01-18,1.41520500183105,NA,NA,NA,NA
"412",1974-01-21,1.45575499534607,NA,NA,NA,NA
"413",1974-01-22,1.49224996566772,NA,NA,NA,NA
"414",1974-01-23,1.50847005844116,NA,NA,NA,NA
"415",1974-01-24,1.49224996566772,NA,NA,NA,NA
"416",1974-01-25,1.44764494895935,NA,NA,NA,NA
"417",1974-01-28,1.43953502178192,NA,NA,NA,NA
"418",1974-01-29,1.45169997215271,NA,NA,NA,NA
"419",1974-01-30,1.47602999210358,NA,NA,NA,NA
"420",1974-01-31,1.47602999210358,NA,NA,NA,NA
"421",1974-02-01,1.46791994571686,NA,NA,NA,NA
"422",1974-02-04,1.40709495544434,NA,NA,NA,NA
"423",1974-02-05,1.42331504821777,NA,NA,NA,NA
"424",1974-02-06,1.4314249753952,NA,NA,NA,NA
"425",1974-02-07,1.44359004497528,NA,NA,NA,NA
"426",1974-02-08,1.44764494895935,NA,NA,NA,NA
"427",1974-02-11,1.42331504821777,NA,NA,NA,NA
"428",1974-02-12,1.43547999858856,NA,NA,NA,NA
"429",1974-02-13,1.42331504821777,NA,NA,NA,NA
"430",1974-02-14,1.43953502178192,NA,NA,NA,NA
"431",1974-02-15,1.44359004497528,NA,NA,NA,NA
"432",1974-02-19,1.41926002502441,NA,NA,NA,NA
"433",1974-02-20,1.44359004497528,NA,NA,NA,NA
"434",1974-02-21,1.45981001853943,NA,NA,NA,NA
"435",1974-02-22,1.4841400384903,NA,NA,NA,NA
"436",1974-02-25,1.48008501529694,NA,NA,NA,NA
"437",1974-02-26,1.5044150352478,NA,NA,NA,NA
"438",1974-02-27,1.52063500881195,NA,NA,NA,NA
"439",1974-02-28,1.52063500881195,NA,NA,NA,NA
"440",1974-03-01,1.52063500881195,NA,NA,NA,NA
"441",1974-03-04,1.52874600887299,NA,NA,NA,NA
"442",1974-03-05,1.569296002388,NA,NA,NA,NA
"443",1974-03-06,1.63417601585388,NA,NA,NA,NA
"444",1974-03-07,1.61390101909637,NA,NA,NA,NA
"445",1974-03-08,1.64228594303131,NA,NA,NA,NA
"446",1974-03-11,1.67067205905914,NA,NA,NA,NA
"447",1974-03-12,1.66661703586578,NA,NA,NA,NA
"448",1974-03-13,1.68283700942993,NA,NA,NA,NA
"449",1974-03-14,1.70311200618744,NA,NA,NA,NA
"450",1974-03-15,1.68283700942993,NA,NA,NA,NA
"451",1974-03-18,1.65850603580475,NA,NA,NA,NA
"452",1974-03-19,1.65850603580475,NA,NA,NA,NA
"453",1974-03-20,1.66661703586578,NA,NA,NA,NA
"454",1974-03-21,1.66256105899811,NA,NA,NA,NA
"455",1974-03-22,1.65445101261139,NA,NA,NA,NA
"456",1974-03-25,1.66661703586578,NA,NA,NA,NA
"457",1974-03-26,1.67472696304321,NA,NA,NA,NA
"458",1974-03-27,1.65039598941803,NA,NA,NA,NA
"459",1974-03-28,1.59362602233887,NA,NA,NA,NA
"460",1974-03-29,1.59362602233887,NA,NA,NA,NA
"461",1974-04-01,1.57335102558136,NA,NA,NA,NA
"462",1974-04-02,1.58146095275879,NA,NA,NA,NA
"463",1974-04-03,1.61390101909637,NA,NA,NA,NA
